date_time,open,high,low,close,volume,spread,real_volume
1992-02-19,86.06,88.18,85.92,86.32,4261,80,0
1992-02-20,86.54,88.31,85.07,86.48,6421,80,0
1992-02-21,86.49,87.24,85.08,85.84,3671,80,0
1992-02-24,85.76,86.75,84.45,86.49,3871,80,0
1992-02-26,86.13,86.77,86.02,86.51,1121,80,0
1992-02-27,86.41,87.54,86.12,87.16,2091,80,0
1992-02-28,87.07,87.28,86.03,87.15,2421,80,0
1992-03-02,86.95,87.65,86.78,87.15,1541,80,0
1992-03-04,86.82,87.37,85.86,86.56,2761,80,0
1992-03-06,86.46,87.41,84.55,87.1,5081,80,0
1992-03-09,87.12,87.69,86.94,87.57,1051,80,0
1992-03-10,87.55,88.25,87.43,87.62,1571,80,0
1992-03-11,87.81,88.75,87.49,88.55,1781,80,0
1992-03-12,88.85,89.15,88.15,88.98,1871,80,0
1992-03-13,89.04,89.12,87.97,88.47,1731,80,0
1992-03-16,88.41,89.05,88.25,88.89,1121,80,0
1992-03-17,88.83,89.73,88.77,89.08,1671,80,0
1992-03-18,88.99,89.15,87.66,88.44,2431,80,0
1992-03-19,88.37,88.98,87.85,88.23,2121,80,0
1992-03-20,88.18,88.54,87.03,88.29,2911,80,0
1992-03-23,88.15,88.57,87.88,88.05,1281,80,0
1992-03-24,88.12,88.59,88.11,88.35,731,80,0
1992-03-25,88.33,89.09,88.33,88.92,931,80,0
1992-03-26,88.94,89.05,87.79,88.45,2031,80,0
1992-03-27,87.83,89.41,86.66,89.12,4211,80,0
1992-03-30,89.17,89.19,87.73,88.65,2401,80,0
1992-03-31,88.62,89.46,87.39,88.54,4061,80,0
1992-04-01,88.39,89.54,88.33,89.11,1701,80,0
1992-04-02,89.16,89.77,87.34,89.03,4731,80,0
1992-04-03,89.12,90.16,88.92,89.64,1961,80,0
1992-04-06,89.66,90.11,88.72,88.99,2111,80,0
1992-04-07,89.12,89.85,88.63,89.3,2261,80,0
1992-04-08,89.05,90.38,88.22,88.8,4071,80,0
1992-04-09,88.71,90.21,87.89,88.91,4441,80,0
1992-04-10,88.95,89.06,87.76,88.05,1701,80,0
1992-04-13,88.05,88.79,87.19,87.28,2431,80,0
1992-04-14,87.41,88.22,86.85,87.41,2741,80,0
1992-04-15,87.49,88.08,85.15,86.94,5311,80,0
1992-04-16,86.99,87.19,86.06,86.74,2011,80,0
1992-04-17,86.67,86.86,86.64,86.7,411,80,0
1992-04-21,87.37,87.52,85.21,86.83,4081,80,0
1992-04-22,86.94,87.61,86.63,87.0,1901,80,0
1992-04-23,87.14,87.52,86.84,87.41,1091,80,0
1992-04-24,87.52,88.29,87.47,87.92,1241,80,0
1992-04-27,88.33,88.33,86.53,87.23,2501,80,0
1992-04-28,86.88,87.92,86.61,87.78,1721,80,0
1992-04-29,87.95,88.15,87.55,87.8,1051,80,0
1992-04-30,87.73,88.27,87.39,88.2,1291,80,0
1992-05-04,89.03,89.91,87.49,88.16,3971,80,0
1992-05-05,88.09,88.78,87.98,88.35,1341,80,0
1992-05-06,88.25,88.38,86.94,88.23,2861,80,0
1992-05-07,88.26,88.45,87.36,87.59,1511,80,0
1992-05-08,87.41,88.29,86.99,87.42,2591,80,0
1992-05-11,87.42,87.45,87.02,87.19,631,80,0
1992-05-12,87.18,87.75,86.28,86.84,2601,80,0
1992-05-13,86.74,89.16,86.55,87.6,4361,80,0
1992-05-15,88.06,88.06,87.22,87.3,921,80,0
1992-05-18,87.23,88.03,86.0,87.89,3401,80,0
1992-05-19,86.83,88.52,86.83,88.51,1701,80,0
1992-05-20,88.07,88.98,87.56,88.09,2821,80,0
1992-05-21,88.17,88.21,87.48,87.73,1021,80,0
1992-05-22,87.69,87.78,86.64,86.89,1481,80,0
1992-05-25,86.86,87.05,86.75,86.88,581,80,0
1992-05-26,86.92,87.56,86.08,87.38,2501,80,0
1992-05-27,87.53,87.61,86.76,87.48,1651,80,0
1992-05-28,86.97,88.19,86.97,87.66,1751,80,0
1992-05-29,87.54,88.33,86.85,87.64,2861,80,0
1992-06-01,87.49,88.07,87.02,87.1,1711,80,0
1992-06-02,87.29,87.53,86.77,86.93,1161,80,0
1992-06-03,86.86,87.48,85.98,87.09,2771,80,0
1992-06-05,86.96,88.83,86.96,87.39,3311,80,0
1992-06-08,87.64,87.86,87.63,87.86,241,80,0
1992-06-09,87.76,88.03,86.93,87.43,1871,80,0
1992-06-10,88.06,88.53,87.31,87.87,2251,80,0
1992-06-11,87.92,88.79,87.72,88.47,1591,80,0
1992-06-12,89.17,89.21,87.97,88.76,2071,80,0
1992-06-15,89.45,89.85,88.82,89.59,1921,80,0
1992-06-16,87.48,90.31,87.48,90.01,3131,80,0
1992-06-17,90.0,90.14,89.22,89.87,1711,80,0
1992-06-18,90.75,90.75,88.48,89.67,3461,80,0
1992-06-19,89.39,89.79,88.77,89.46,1971,80,0
1992-06-23,88.95,90.27,88.95,89.91,1681,80,0
1992-06-24,89.95,91.66,89.27,90.22,4511,80,0
1992-06-25,90.27,90.83,90.12,90.53,1161,80,0
1992-06-26,90.66,91.41,89.04,90.95,4451,80,0
1992-06-29,91.13,92.19,90.81,91.45,2441,80,0
1992-06-30,91.33,91.72,91.29,91.6,591,80,0
1992-07-01,91.57,92.26,91.31,91.59,1881,80,0
1992-07-02,91.51,91.95,90.45,91.71,2801,80,0
1992-07-03,92.12,92.18,91.69,91.91,771,80,0
1992-07-06,91.09,92.27,90.02,90.31,3721,80,0
1992-07-07,91.81,92.74,91.07,92.51,2641,80,0
1992-07-08,92.34,93.38,91.65,92.13,3251,80,0
1992-07-09,92.38,92.58,90.96,91.92,2781,80,0
1992-07-10,91.65,93.09,91.39,92.54,2511,80,0
1992-07-13,93.17,93.74,92.88,93.59,1301,80,0
1992-07-14,93.03,93.48,92.38,93.17,2061,80,0
1992-07-15,93.21,93.74,92.66,93.61,1761,80,0
1992-07-16,93.47,94.74,92.03,94.21,4681,80,0
1992-07-17,94.31,96.04,93.69,95.55,3461,80,0
1992-07-20,95.74,97.83,94.36,94.75,5951,80,0
1992-07-21,97.55,98.32,93.08,94.42,7351,80,0
1992-07-23,96.26,96.96,95.36,96.34,3121,80,0
1992-07-24,96.13,97.45,95.89,96.24,3011,80,0
1992-07-27,96.01,97.51,95.55,97.35,2581,80,0
1992-07-28,98.08,98.36,96.77,97.76,2861,80,0
1992-07-29,97.84,98.64,96.06,97.03,4351,80,0
1992-07-30,97.03,97.75,95.96,96.81,3361,80,0
1992-07-31,96.93,97.73,96.24,96.69,2741,80,0
1992-08-03,96.73,97.07,95.76,96.59,2481,80,0
1992-08-04,96.59,96.64,95.93,96.07,901,80,0
1992-08-05,96.15,97.96,95.51,96.41,4641,80,0
1992-08-06,95.73,96.62,95.57,96.16,1671,80,0
1992-08-07,95.89,98.97,95.42,96.98,6011,80,0
1992-08-10,97.09,97.36,96.08,97.29,2361,80,0
1992-08-11,97.38,97.87,95.72,96.91,3831,80,0
1992-08-12,97.17,97.17,96.21,96.36,1111,80,0
1992-08-13,96.34,97.05,95.89,96.61,2051,80,0
1992-08-14,96.08,96.58,95.09,95.51,2411,80,0
1992-08-17,95.66,96.23,94.94,95.34,2261,80,0
1992-08-18,95.05,96.57,95.05,96.33,1761,80,0
1992-08-19,96.65,97.38,95.91,97.33,2261,80,0
1992-08-20,97.04,98.27,96.68,98.18,2041,80,0
1992-08-21,98.18,99.34,97.05,98.86,3901,80,0
1992-08-24,98.58,100.44,98.49,100.15,2331,80,0
1992-08-25,100.13,100.79,98.65,100.0,4151,80,0
1992-08-26,100.02,100.85,98.38,99.12,4041,80,0
1992-08-27,99.44,100.16,97.95,99.03,4011,80,0
1992-08-28,99.06,99.24,97.23,97.81,2771,80,0
1992-09-01,98.45,99.72,97.57,99.36,3391,80,0
1992-09-02,98.95,100.19,98.36,99.23,3381,80,0
1992-09-03,99.43,99.47,97.99,98.32,1851,80,0
1992-09-04,98.16,99.06,96.51,98.54,4721,80,0
1992-09-07,98.32,99.04,98.17,98.76,1301,80,0
1992-09-10,98.37,99.07,97.07,97.86,3491,80,0
1992-09-11,96.58,99.44,96.09,96.58,6701,80,0
1992-09-14,97.0,97.73,93.41,94.62,6261,80,0
1992-09-15,94.32,95.92,94.22,94.25,3331,80,0
1992-09-16,94.03,95.72,93.92,94.65,2981,80,0
1992-09-17,94.46,96.64,93.03,96.48,5201,80,0
1992-09-18,96.76,97.41,94.73,95.45,4051,80,0
1992-09-21,94.85,96.03,91.44,95.04,8991,80,0
1992-09-22,94.69,95.01,92.87,93.0,2591,80,0
1992-09-23,92.83,93.68,90.97,91.4,3991,80,0
1992-09-24,92.23,93.33,91.21,92.29,4181,80,0
1992-09-25,92.13,93.53,92.01,93.25,1921,80,0
1992-09-29,94.31,97.08,93.66,97.08,4071,80,0
1992-09-30,96.85,98.47,96.03,97.09,4641,80,0
1992-10-01,96.82,98.93,95.98,96.45,5531,80,0
1992-10-02,96.37,97.35,95.03,96.87,4141,80,0
1992-10-05,96.67,99.18,95.34,96.64,7651,80,0
1992-10-06,96.74,97.12,95.53,96.14,2581,80,0
1992-10-07,95.91,97.24,94.04,94.88,5371,80,0
1992-10-08,94.08,95.0,92.0,92.74,4661,80,0
1992-10-09,92.74,93.85,91.05,92.88,5461,80,0
1992-10-12,92.34,93.69,91.58,92.47,4091,80,0
1992-10-13,92.07,93.32,91.58,92.69,2861,80,0
1992-10-14,92.59,93.56,92.25,93.08,2131,80,0
1992-10-15,92.86,93.76,92.41,93.13,2431,80,0
1992-10-16,92.07,93.02,90.03,90.91,4821,80,0
1992-10-19,90.86,91.86,89.77,89.87,3191,80,0
1992-10-21,89.99,91.37,89.96,90.43,2381,80,0
1992-10-23,90.35,90.68,88.65,89.17,2881,80,0
1992-10-27,89.48,90.27,88.71,89.89,2711,80,0
1992-10-28,89.85,90.64,89.11,89.54,2751,80,0
1992-10-29,89.63,90.54,88.07,89.75,4821,80,0
1992-10-30,89.66,90.18,89.32,89.83,1551,80,0
1992-11-02,89.87,90.06,87.74,88.59,3361,80,0
1992-11-03,88.46,89.54,86.97,87.46,4141,80,0
1992-11-04,87.42,88.21,87.37,87.52,1581,80,0
1992-11-05,87.38,87.83,86.24,86.46,2261,80,0
1992-11-06,86.46,86.95,85.79,85.99,1851,80,0
1992-11-09,86.09,87.19,85.84,86.66,2131,80,0
1992-11-10,86.69,87.51,85.74,86.41,3261,80,0
1992-11-11,86.95,87.02,86.19,86.6,1311,80,0
1992-11-12,86.46,87.09,85.81,86.78,2241,80,0
1992-11-13,86.84,87.88,85.06,87.55,4931,80,0
1992-11-16,87.06,87.06,86.32,86.72,1141,80,0
1992-11-17,86.67,87.64,85.27,85.89,3961,80,0
1992-11-18,85.97,86.55,85.18,85.52,2291,80,0
1992-11-19,85.52,87.36,85.22,87.0,2801,80,0
1992-11-20,86.98,88.53,85.61,85.95,4811,80,0
1992-11-23,85.86,86.87,85.15,86.61,2691,80,0
1992-11-24,86.06,86.78,85.64,86.53,1811,80,0
1992-11-25,86.36,87.04,85.93,86.7,1881,80,0
1992-11-26,86.65,87.21,86.24,86.49,1781,80,0
1992-11-27,86.46,86.98,85.05,85.83,3231,80,0
1992-11-30,85.76,87.01,85.74,87.01,1291,80,0
1992-12-01,86.98,88.79,86.25,88.46,3601,80,0
1992-12-02,88.36,90.07,87.05,89.16,5241,80,0
1992-12-03,89.22,89.55,87.09,88.21,3911,80,0
1992-12-04,88.28,88.79,86.97,87.46,2821,80,0
1992-12-07,87.05,89.59,86.23,88.85,4921,80,0
1992-12-08,88.08,89.68,87.78,88.71,3171,80,0
1992-12-09,88.89,88.89,87.48,88.26,2191,80,0
1992-12-14,87.92,88.01,87.04,87.77,1791,80,0
1992-12-15,87.88,88.27,87.54,87.98,1361,80,0
1992-12-16,87.97,88.06,87.06,87.9,1931,80,0
1992-12-17,87.89,88.89,87.74,87.74,2151,80,0
1992-12-18,87.91,88.17,86.75,87.38,2311,80,0
1992-12-22,86.96,87.01,85.36,85.86,2201,80,0
1992-12-23,86.28,86.73,85.44,85.69,1991,80,0
1992-12-24,85.81,86.66,85.03,85.48,2931,80,0
1992-12-25,85.48,85.73,85.48,85.72,261,80,0
1992-12-28,85.86,86.26,82.88,85.17,6071,80,0
1992-12-29,85.14,86.82,84.69,85.2,4201,80,0
1992-12-30,85.14,85.65,84.93,85.04,1341,80,0
1992-12-31,85.0,86.01,84.99,85.08,1961,80,0
1993-01-01,85.08,85.08,85.08,85.08,1,80,0
1993-01-05,84.63,85.35,84.35,84.84,1791,80,0
1993-01-06,84.94,85.13,83.68,84.11,2071,80,0
1993-01-07,84.16,84.58,83.05,83.79,2691,80,0
